sample_id,source_domain,source_url,source_site_url,collected_at,text_sha256,local_snapshot
real_019,jobs.lever.co,https://jobs.lever.co/palantir/3701ca7e-6ce5-4ca3-b789-aa4641385637,https://jobs.lever.co/palantir,2026-07-14,25e0050823e634f1473a381dc61c5dbddb9f929c9707d4513d953aa55f1796fb,source_snapshots/real_019.txt
real_020,jobs.lever.co,https://jobs.lever.co/palantir/958417c7-092a-4f0c-a455-f3b4030d8ce0,https://jobs.lever.co/palantir,2026-07-14,1345139ef3a3d34765abd9669cfa50c99b40f825862f1843f24574c4f0f9530e,source_snapshots/real_020.txt
real_021,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/AECOM2/744000137409241-digital-delivery-lead-transportation-australia,https://jobs.smartrecruiters.com,2026-07-14,60af0c79f56499da9b03bb46b854179fa8f2ce48acdbebc5d85fa34ce982fb9e,source_snapshots/real_021.txt
real_022,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/AECOM2/744000137575263-process-lead-water-treatment,https://jobs.smartrecruiters.com,2026-07-14,975113197f8be93932bf212802b7017f1f937e89d8fb2ef40015a4605782dd47,source_snapshots/real_022.txt
real_023,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/AECOM2/744000137577279-process-lead-water-treatment,https://jobs.smartrecruiters.com,2026-07-14,e855237abe17a4abe5b9d1b1c7b2d76b887047aafc653f7b353cc0058c6a3475,source_snapshots/real_023.txt
real_024,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Bilue/744000133837289-ai-data-scientist,https://jobs.smartrecruiters.com,2026-07-14,fa68d27b2dae00e1edd6ab398eb8589b659dbafb76cebed32f129e4f99b5f3f0,source_snapshots/real_024.txt
real_025,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Bilue/744000124335911-senior-ai-engineer,https://jobs.smartrecruiters.com,2026-07-14,d6d2a5243ca06a19112fd805cef2ae57c2c5311bfe206976ba49c5321e96cd59,source_snapshots/real_025.txt
real_026,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Bilue/744000136716729-senior-service-designer-3-month-contract-,https://jobs.smartrecruiters.com,2026-07-14,249548f19af21edfc8c7505e10f73eafdbe363fe49b0069bd2d9bafc4b9fbfbf,source_snapshots/real_026.txt
real_027,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Canva/6000000001200122-ai-localisation-program-manager-12-month-contract-,https://jobs.smartrecruiters.com,2026-07-14,124b7a451e6f62cba1a1852d49eae6834a2d2455b92403e84a9445626b13feaa,source_snapshots/real_027.txt
real_028,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Canva/6000000001230345-backend-software-engineer-product-features-java-,https://jobs.smartrecruiters.com,2026-07-14,6f6516d3768960a7a1df49e03dbdb5a16ba497b899fed90bd1e0a3e695b10e6f,source_snapshots/real_028.txt
real_029,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Canva/6000000001226913-head-of-product-design-growth,https://jobs.smartrecruiters.com,2026-07-14,045186a3ae6287c4646762c9d9b7b8b89b2964eee420e98a900eb930399afed3,source_snapshots/real_029.txt
real_030,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/NCSAustralia/6000000001227302-ai-architect,https://jobs.smartrecruiters.com,2026-07-14,d6e782268667c9ddd42f02b39ee425f5b30e33a2931539e771f594b16f9cbc44,source_snapshots/real_030.txt
real_031,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/NCSAustralia/6000000001227322-ai-architect,https://jobs.smartrecruiters.com,2026-07-14,9739f84cca908189126fa47a5d9b38c4168b2578077e961a89af3a3b619ec93f,source_snapshots/real_031.txt
real_032,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/NCSAustralia/6000000001083551-ai-engineer,https://jobs.smartrecruiters.com,2026-07-14,4ac8c4502561fe5695aa06924076c3d36a11a7b7aec6b1edddc02a0a4599a77d,source_snapshots/real_032.txt
real_033,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/QantasGroup/6000000001202181-a220-first-officer-national-jet-systems,https://jobs.smartrecruiters.com,2026-07-14,f9f716a8939aab50cb3aa6a76146991fbadd0d6b2bde29d2a90d1ab9213dd7a6,source_snapshots/real_033.txt
real_034,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/QantasGroup/6000000001202188-a220-first-officer-national-jet-systems,https://jobs.smartrecruiters.com,2026-07-14,3c9f073be5e666b6b6aa27b279775b0eb79c567efea8e6724ca3d269aa58e16d,source_snapshots/real_034.txt
real_035,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/QantasGroup/6000000001202193-a220-first-officer-national-jet-systems,https://jobs.smartrecruiters.com,2026-07-14,0e1d7adbaca29d00c2af2b9e1e5a958674f2bf125035f606e9dd72040b12040c,source_snapshots/real_035.txt
real_036,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/ServiceNow/744000136378689-senior-advisory-ai-foundry-architect-,https://jobs.smartrecruiters.com,2026-07-14,53c3ecc6c83b59b83f644ca927edcc99b6dc54153c4e58b960043fdd09b08a27,source_snapshots/real_036.txt
real_037,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Octopus1/744000133852503-business-development-manager-octopus-australia,https://jobs.smartrecruiters.com,2026-07-14,d6401a45bee936add97364b84280bd8e9b97934dc2aeb43b9c9db1ac04554347,source_snapshots/real_037.txt
real_038,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Octopus1/744000133854131-business-development-manager-octopus-australia,https://jobs.smartrecruiters.com,2026-07-14,87553c93b3de16004c3ad89f6215b0cd90ca2a8ec6c40642dd57fc58cc4b93a8,source_snapshots/real_038.txt
real_039,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/Octopus1/744000129864346-senior-project-manager-octopus-australia,https://jobs.smartrecruiters.com,2026-07-14,f5d656a453b125a7ff396c86c36cf9c3fab18699798112a6afe2738fd72408ab,source_snapshots/real_039.txt
real_040,jobs.smartrecruiters.com,https://jobs.smartrecruiters.com/TurnerTownsend/744000137585639-senior-planner-major-projects-,https://jobs.smartrecruiters.com,2026-07-14,87996ecca0fb38be3b599a05089d2452a8c0740c662a58a92e470bb461221a7e,source_snapshots/real_040.txt
real_041,job-boards.greenhouse.io,https://job-boards.greenhouse.io/cultureamp/jobs/8054865,https://job-boards.greenhouse.io,2026-07-14,f4f45d54ea37203f30b7618656221f12f208ad3374c408419ac6bd00f09953f8,source_snapshots/real_041.txt
real_042,job-boards.greenhouse.io,https://job-boards.greenhouse.io/cultureamp/jobs/8054867,https://job-boards.greenhouse.io,2026-07-14,2d0fed724d99c026577cba52ef742fadb55bc8e0d0a190c9429b609db6f52498,source_snapshots/real_042.txt
real_043,job-boards.greenhouse.io,https://job-boards.greenhouse.io/cultureamp/jobs/8015004,https://job-boards.greenhouse.io,2026-07-14,f6c56b8ee776a267f5336f5a656cff22c8c5979e7d0f0012750d84bb6e097b18,source_snapshots/real_043.txt
real_044,job-boards.greenhouse.io,https://job-boards.greenhouse.io/cultureamp/jobs/8015006,https://job-boards.greenhouse.io,2026-07-14,52db18a9202104cbb0ca0778b694e439674e4c27261cfe458dd373011b0d96ab,source_snapshots/real_044.txt
real_045,job-boards.greenhouse.io,https://job-boards.greenhouse.io/cultureamp/jobs/8047661,https://job-boards.greenhouse.io,2026-07-14,1048da4b0f2393f15c28596e3234aaff3a9c4d990473fc4eab7388bafe5d0523,source_snapshots/real_045.txt
real_046,hipagesgroup.com.au,https://hipagesgroup.com.au/careers/7962553?gh_jid=7962553,https://hipagesgroup.com.au,2026-07-14,6773c35d728c79d91573a7a475588a9881130090d5253a4b4705cbd451a93158,source_snapshots/real_046.txt
real_047,hipagesgroup.com.au,https://hipagesgroup.com.au/careers/7962157?gh_jid=7962157,https://hipagesgroup.com.au,2026-07-14,d064ea629acf8332b32ebff2f6b3489a8c04d572a35524d65e1a671fa9163923,source_snapshots/real_047.txt
real_048,hipagesgroup.com.au,https://hipagesgroup.com.au/careers/7952548?gh_jid=7952548,https://hipagesgroup.com.au,2026-07-14,e51c894b41f59f63aa8c2e9f3432393e2d82477407a945e1e625b2a2d0347cc9,source_snapshots/real_048.txt
real_049,hipagesgroup.com.au,https://hipagesgroup.com.au/careers/7956860?gh_jid=7956860,https://hipagesgroup.com.au,2026-07-14,28cc51d63e53df22e8f990ab3c1d2b1528b985389b524ffd0142d3a5c2cf4d7e,source_snapshots/real_049.txt
real_050,hipagesgroup.com.au,https://hipagesgroup.com.au/careers/7872933?gh_jid=7872933,https://hipagesgroup.com.au,2026-07-14,c419849588c4fd7d8cd4faf4913c6f84714dcbf735d491fc0e3321bc5819fe8f,source_snapshots/real_050.txt
