record_id,label,outer_split,development_split
emscad_00258,0,train,train
emscad_00259,0,test,test
emscad_00260,0,train,train
emscad_00261,0,train,train
emscad_00262,0,train,validation
emscad_00263,0,train,validation
emscad_00264,0,train,train
emscad_00265,0,train,validation
emscad_00266,0,test,test
emscad_00267,0,train,train
emscad_00268,0,train,train
emscad_00269,0,train,validation
emscad_00270,0,train,validation
emscad_00271,0,train,train
emscad_00272,0,train,train
emscad_00273,0,train,train
emscad_00274,0,train,train
emscad_00275,0,train,train
emscad_00276,0,train,train
emscad_00277,0,train,train
emscad_00278,0,train,validation
emscad_00279,0,train,train
emscad_00280,0,test,test
emscad_00281,0,train,train
emscad_00282,0,train,train
emscad_00283,0,train,train
emscad_00284,0,train,train
emscad_00285,0,train,train
emscad_00286,0,train,train
emscad_00287,0,train,validation
emscad_00288,0,train,validation
emscad_00289,0,train,train
emscad_00290,0,train,train
emscad_00291,0,test,test
emscad_00292,0,test,test
emscad_00293,0,train,train
emscad_00294,0,train,validation
emscad_00295,0,train,train
emscad_00296,0,train,train
emscad_00297,0,train,train
emscad_00298,0,train,train
emscad_00299,0,train,train
emscad_00300,0,train,train
emscad_00301,0,train,train
emscad_00302,0,train,train
emscad_00303,0,train,train
emscad_00304,0,train,train
emscad_00305,0,train,train
emscad_00306,0,train,train
emscad_00307,0,train,train
emscad_00308,0,train,train
emscad_00309,0,train,train
emscad_00310,0,train,train
emscad_00311,0,test,test
emscad_00312,0,train,train
emscad_00313,0,train,train
emscad_00314,0,train,train
emscad_00315,0,train,validation
emscad_00316,0,train,validation
emscad_00317,0,test,test
emscad_00318,0,train,train
emscad_00319,0,train,train
emscad_00320,0,train,train
emscad_00321,0,train,validation
emscad_00322,0,train,train
emscad_00323,0,train,train
emscad_00324,0,train,train
emscad_00325,0,test,test
emscad_00326,0,train,validation
emscad_00327,0,train,train
emscad_00328,0,train,train
emscad_00329,0,train,train
emscad_00330,0,train,train
emscad_00331,0,test,test
emscad_00332,0,train,train
emscad_00333,0,train,train
emscad_00334,0,train,validation
emscad_00335,0,train,train
emscad_00336,0,train,train
emscad_00337,0,train,train
emscad_00338,0,train,train
emscad_00339,0,train,validation
emscad_00340,0,train,train
emscad_00341,0,test,test
emscad_00342,0,test,test
emscad_00343,0,train,train
emscad_00344,0,train,train
emscad_00345,0,test,test
emscad_00346,0,train,train
emscad_00347,0,test,test
emscad_00348,0,test,test
emscad_00349,0,train,train
emscad_00350,0,train,validation
emscad_00351,0,train,train
emscad_00352,0,test,test
emscad_00353,0,train,train
emscad_00354,0,train,validation
emscad_00355,0,test,test
emscad_00356,0,train,train
emscad_00357,0,train,train
emscad_00358,1,train,train
emscad_00359,0,test,test
emscad_00360,0,test,test
emscad_00361,0,train,train
emscad_00362,0,train,train
emscad_00363,0,train,train
emscad_00364,0,train,train
emscad_00365,0,train,train
emscad_00366,0,train,train
emscad_00367,0,test,test
emscad_00368,0,train,train
emscad_00369,0,test,test
emscad_00370,0,train,train
emscad_00371,0,train,train
emscad_00372,0,train,train
emscad_00373,0,train,train
emscad_00374,0,train,train
emscad_00375,0,train,train
emscad_00376,0,train,train
emscad_00377,0,train,validation
emscad_00378,0,train,train
emscad_00379,0,train,train
emscad_00380,0,train,train
emscad_00381,0,train,train
emscad_00382,0,train,validation
emscad_00383,0,train,train
emscad_00384,0,train,validation
emscad_00385,0,train,train
emscad_00386,0,train,validation
emscad_00387,0,test,test
emscad_00388,0,train,train
emscad_00389,0,train,train
emscad_00390,0,train,train
emscad_00391,0,train,train
emscad_00392,0,train,train
emscad_00393,0,train,train
emscad_00394,0,test,test
emscad_00395,0,train,train
emscad_00396,0,train,validation
emscad_00397,0,train,train
emscad_00398,0,train,train
emscad_00399,0,train,validation
emscad_00400,0,train,train
emscad_00401,0,test,test
emscad_00402,0,train,train
emscad_00403,0,train,validation
emscad_00404,0,test,test
emscad_00405,0,train,train
emscad_00406,0,train,validation
emscad_00407,0,train,train
emscad_00408,0,train,train
emscad_00409,0,train,validation
emscad_00410,0,train,validation
emscad_00411,0,train,validation
emscad_00412,0,train,train
emscad_00413,0,train,train
emscad_00414,0,train,train
emscad_00415,0,train,train
emscad_00416,0,train,train
emscad_00417,0,test,test
emscad_00418,0,train,train
emscad_00419,0,train,train
emscad_00420,0,train,validation
emscad_00421,0,train,train
emscad_00422,0,train,train
emscad_00423,0,test,test
emscad_00424,0,train,train
emscad_00425,0,train,train
emscad_00426,0,train,train
emscad_00427,0,train,train
emscad_00428,0,test,test
emscad_00429,0,train,train
emscad_00430,0,train,train
emscad_00431,0,test,test
emscad_00432,0,train,validation
emscad_00433,0,train,train
emscad_00434,0,train,train
emscad_00435,0,train,validation
emscad_00436,0,train,train
emscad_00437,0,train,validation
emscad_00438,0,train,validation
emscad_00439,0,train,train
emscad_00440,0,train,train
emscad_00441,0,train,train
emscad_00442,0,test,test
emscad_00443,0,train,train
emscad_00444,0,train,train
emscad_00445,0,train,train
emscad_00446,0,test,test
emscad_00447,0,train,train
emscad_00448,0,train,validation
emscad_00449,0,train,train
emscad_00450,0,train,validation
emscad_00451,0,train,train
emscad_00452,0,train,train
emscad_00453,0,train,train
emscad_00454,0,train,train
emscad_00455,0,train,train
emscad_00456,0,train,validation
emscad_00457,0,train,train
emscad_00458,0,train,train
emscad_00459,0,train,train
emscad_00460,0,train,train
emscad_00461,0,train,train
emscad_00462,0,test,test
emscad_00463,0,train,train
emscad_00464,0,train,validation
emscad_00465,0,train,train
emscad_00466,0,train,train
emscad_00467,0,test,test
emscad_00468,0,test,test
emscad_00469,0,train,train
emscad_00470,0,train,train
emscad_00471,0,train,validation
emscad_00472,0,train,train
emscad_00473,0,train,validation
emscad_00474,0,train,train
emscad_00475,0,train,train
emscad_00476,0,train,train
emscad_00477,0,train,validation
emscad_00478,0,test,test
emscad_00479,0,test,test
emscad_00480,0,train,validation
emscad_00481,0,train,validation
emscad_00482,0,train,train
emscad_00483,0,train,train
emscad_00484,0,train,train
emscad_00485,0,train,train
emscad_00486,0,test,test
emscad_00487,0,test,test
emscad_00488,0,test,test
emscad_00489,0,train,train
emscad_00490,0,test,test
emscad_00491,0,train,train
emscad_00492,0,train,validation
emscad_00493,0,train,train
emscad_00494,1,train,train
emscad_00495,0,train,train
emscad_00496,0,test,test
emscad_00497,0,test,test
emscad_00498,0,train,train
emscad_00499,0,train,train
emscad_00500,0,test,test
emscad_00501,0,train,validation
emscad_00502,0,train,train
emscad_00503,0,train,train
emscad_00504,0,train,train
emscad_00505,0,test,test
emscad_00506,0,test,test
emscad_00507,0,train,train
emscad_00508,0,train,validation
emscad_00509,0,train,train
emscad_00510,0,train,train
emscad_00511,0,train,train
emscad_00512,0,train,train
emscad_00513,0,train,train
emscad_00514,0,train,train
emscad_00515,0,train,train
emscad_00516,0,train,train
emscad_00517,0,test,test
emscad_00518,0,train,train
emscad_00519,0,train,train
emscad_00520,0,train,validation
emscad_00521,0,train,train
emscad_00522,0,train,train
emscad_00523,0,train,train
emscad_00524,0,test,test
emscad_00525,0,train,validation
emscad_00526,0,train,train
emscad_00527,0,train,train
emscad_00528,0,train,train
emscad_00529,0,train,train
emscad_00530,0,train,train
emscad_00531,0,train,validation
emscad_00532,0,train,validation
emscad_00533,0,train,train
emscad_00534,0,train,train
emscad_00535,0,train,train
emscad_00536,0,train,train
emscad_00537,0,test,test
emscad_00538,1,train,train
emscad_00539,0,train,validation
emscad_00540,0,test,test
emscad_00541,0,test,test
emscad_00542,0,train,validation
emscad_00543,0,train,validation
emscad_00544,0,train,train
emscad_00545,0,train,train
emscad_00546,0,train,train
emscad_00547,0,test,test
emscad_00548,0,train,validation
emscad_00549,0,train,train
emscad_00550,0,train,train
emscad_00551,0,train,validation
emscad_00552,0,test,test
emscad_00553,0,train,train
emscad_00554,0,test,test
emscad_00555,0,test,test
emscad_00556,0,test,test
emscad_00557,0,train,train
emscad_00558,0,train,train
emscad_00559,0,train,train
emscad_00560,0,train,train
emscad_00561,0,train,validation
emscad_00562,0,train,validation
emscad_00563,0,train,validation
emscad_00564,0,train,train
emscad_00565,0,test,test
emscad_00566,0,train,train
emscad_00567,0,test,test
emscad_00568,0,train,validation
emscad_00569,0,train,train
emscad_00570,0,train,train
emscad_00571,0,train,train
emscad_00572,0,train,validation
emscad_00573,0,train,validation
emscad_00574,1,train,train
emscad_00575,0,test,test
emscad_00576,0,test,test
emscad_00577,0,test,test
emscad_00578,0,train,train
emscad_00579,0,train,train
emscad_00580,0,train,train
emscad_00581,0,test,test
emscad_00582,0,train,train
emscad_00583,0,train,train
emscad_00584,0,test,test
emscad_00585,1,train,train
emscad_00586,0,train,train
emscad_00587,0,train,train
emscad_00588,0,train,train
emscad_00589,0,train,validation
emscad_00590,0,train,train
emscad_00591,0,train,train
emscad_00592,0,train,train
emscad_00593,0,test,test
emscad_00594,0,train,validation
emscad_00595,0,train,train
emscad_00596,0,train,train
emscad_00597,0,train,train
emscad_00598,0,train,train
emscad_00599,0,train,train
emscad_00600,0,train,validation
emscad_00601,0,train,validation
emscad_00602,0,train,train
emscad_00603,0,train,train
emscad_00604,1,train,train
emscad_00605,0,train,train
emscad_00606,0,train,train
emscad_00607,1,train,train
emscad_00608,0,train,validation
emscad_00609,0,train,train
emscad_00610,0,train,validation
emscad_00611,0,train,train
emscad_00612,0,test,test
emscad_00613,0,train,train
emscad_00614,0,train,train
emscad_00615,0,train,train
emscad_00616,0,train,train
emscad_00617,0,train,validation
emscad_00618,0,train,train
emscad_00619,0,train,train
emscad_00620,0,train,train
emscad_00621,0,train,train
emscad_00622,0,test,test
emscad_00623,0,test,test
emscad_00624,0,train,train
emscad_00625,0,train,train
emscad_00626,0,test,test
emscad_00627,0,train,train
emscad_00628,0,train,validation
emscad_00629,1,train,train
emscad_00630,0,train,validation
emscad_00631,0,train,train
emscad_00632,0,train,train
emscad_00633,0,train,train
emscad_00634,0,test,test
emscad_00635,0,test,test
emscad_00636,0,train,train
emscad_00637,0,train,train
emscad_00638,0,train,train
emscad_00639,0,train,train
emscad_00640,0,train,train
emscad_00641,0,train,train
emscad_00642,0,test,test
emscad_00643,0,train,train
emscad_00644,0,train,train
emscad_00645,0,train,train
emscad_00646,0,train,train
emscad_00647,0,train,train
emscad_00648,0,train,train
emscad_00649,0,train,train
emscad_00650,0,test,test
emscad_00651,0,train,validation
emscad_00652,0,train,train
emscad_00653,0,train,train
emscad_00654,0,train,train
emscad_00655,0,test,test
emscad_00656,0,train,validation
emscad_00657,0,train,train
emscad_00658,0,train,validation
emscad_00659,0,train,validation
emscad_00660,0,train,train
emscad_00661,0,train,train
emscad_00662,1,train,train
emscad_00663,0,train,train
emscad_00664,0,train,train
emscad_00665,0,train,validation
emscad_00666,0,train,train
emscad_00667,0,train,train
emscad_00668,0,train,validation
emscad_00669,0,train,train
emscad_00670,0,train,train
emscad_00671,0,train,train
emscad_00672,0,train,train
emscad_00673,0,train,train
emscad_00674,0,train,train
emscad_00675,0,train,validation
emscad_00676,0,test,test
emscad_00677,0,train,validation
emscad_00678,0,train,validation
emscad_00679,0,train,train
emscad_00680,0,train,train
emscad_00681,0,train,validation
emscad_00682,0,test,test
emscad_00683,0,test,test
emscad_00684,0,train,train
emscad_00685,0,train,validation
emscad_00686,0,train,train
emscad_00687,0,train,train
emscad_00688,0,train,validation
emscad_00689,0,train,train
emscad_00690,0,train,validation
emscad_00691,0,train,train
emscad_00692,0,train,train
emscad_00693,0,test,test
emscad_00694,0,test,test
emscad_00695,0,train,train
emscad_00696,0,train,train
emscad_00697,0,train,train
emscad_00698,0,train,train
emscad_00699,0,train,train
emscad_00700,0,train,train
emscad_00701,0,train,train
emscad_00702,0,train,validation
emscad_00703,0,train,train
emscad_00704,0,train,train
emscad_00705,0,train,validation
emscad_00706,0,train,train
emscad_00707,0,train,train
emscad_00708,0,train,train
emscad_00709,0,train,train
emscad_00710,0,test,test
emscad_00711,0,train,validation
emscad_00712,0,train,validation
emscad_00713,0,train,train
emscad_00714,0,test,test
emscad_00715,0,test,test
emscad_00716,0,train,train
emscad_00717,0,train,train
emscad_00718,0,train,validation
emscad_00719,0,test,test
emscad_00720,0,train,train
emscad_00721,0,train,train
emscad_00722,0,train,train
emscad_00723,0,train,validation
emscad_00724,0,train,train
emscad_00725,0,test,test
emscad_00726,0,train,train
emscad_00727,0,train,train
emscad_00728,0,train,train
emscad_00729,0,train,train
emscad_00730,0,test,test
emscad_00731,0,train,train
emscad_00732,0,train,train
emscad_00733,0,train,train
emscad_00734,0,test,test
emscad_00735,0,train,validation
emscad_00736,0,train,train
emscad_00737,0,train,train
emscad_00738,0,test,test
emscad_00739,0,test,test
emscad_00740,0,test,test
emscad_00741,1,train,train
emscad_00742,0,train,train
emscad_00743,0,train,train
emscad_00744,0,train,train
emscad_00745,0,train,train
emscad_00746,0,train,train
emscad_00747,0,test,test
emscad_00748,0,train,train
emscad_00749,0,train,train
emscad_00750,0,test,test
emscad_00751,0,train,train
emscad_00752,0,train,train
emscad_00753,0,train,train
emscad_00754,0,train,train
emscad_00755,0,train,train
emscad_00756,0,test,test
emscad_00757,0,test,test
emscad_00758,0,train,train
emscad_00759,0,train,train
emscad_00760,0,test,test
emscad_00761,0,train,train
emscad_00762,0,train,train
emscad_00763,0,train,validation
emscad_00764,0,train,train
emscad_00765,0,train,train
emscad_00766,0,train,validation
emscad_00767,0,test,test
emscad_00768,0,train,train
emscad_00769,0,test,test
emscad_00770,0,train,train
emscad_00771,0,train,train
emscad_00772,0,train,validation
emscad_00773,0,train,train
emscad_00774,0,train,train
emscad_00775,0,train,train
emscad_00776,0,train,train
emscad_00777,0,train,train
emscad_00778,0,train,train
emscad_00779,0,train,validation
emscad_00780,0,train,train
emscad_00781,0,train,train
emscad_00782,0,train,train
emscad_00783,0,train,train
emscad_00784,0,train,train
emscad_00785,0,train,train
emscad_00786,0,test,test
emscad_00787,0,train,validation
emscad_00788,0,train,train
emscad_00789,0,train,train
emscad_00790,0,train,train
emscad_00791,0,train,train
emscad_00792,0,train,train
emscad_00793,0,train,train
emscad_00794,0,train,train
emscad_00795,0,train,train
emscad_00796,0,train,train
emscad_00797,0,train,train
emscad_00798,0,train,validation
emscad_00799,0,train,train
emscad_00800,0,test,test
emscad_00801,0,train,train
emscad_00802,0,train,train
emscad_00803,0,test,test
emscad_00804,0,train,train
emscad_00805,0,train,train
emscad_00806,0,train,validation
emscad_00807,0,train,train
emscad_00808,0,train,train
emscad_00809,0,train,train
emscad_00810,0,train,train
emscad_00811,0,train,train
emscad_00812,0,train,validation
emscad_00813,1,test,test
emscad_00814,0,train,train
emscad_00815,1,train,train
emscad_00816,0,train,train
emscad_00817,1,train,train
emscad_00818,0,train,train
emscad_00819,0,train,train
emscad_00820,0,train,validation
emscad_00821,0,test,test
emscad_00822,0,train,validation
emscad_00823,0,train,train
emscad_00824,0,train,train
emscad_00825,0,train,train
emscad_00826,1,train,train
emscad_00827,0,test,test
emscad_00828,0,train,train
emscad_00829,0,train,validation
emscad_00830,0,train,train
emscad_00831,0,test,test
emscad_00832,0,train,train
emscad_00833,0,test,test
emscad_00834,0,train,train
emscad_00835,0,train,train
emscad_00836,0,test,test
emscad_00837,0,train,validation
emscad_00838,0,train,train
emscad_00839,0,train,train
emscad_00840,0,train,train
emscad_00841,0,train,train
emscad_00842,0,train,train
emscad_00843,0,train,train
emscad_00844,1,test,test
emscad_00845,0,train,train
emscad_00846,1,train,train
emscad_00847,0,train,train
emscad_00848,0,train,validation
emscad_00849,0,train,train
emscad_00850,0,train,train
emscad_00851,0,train,train
emscad_00852,0,train,train
emscad_00853,0,train,train
emscad_00854,0,train,train
emscad_00855,0,train,train
emscad_00856,0,train,train
emscad_00857,0,train,train
emscad_00858,0,train,validation
emscad_00859,0,train,train
emscad_00860,1,test,test
emscad_00861,0,train,train
emscad_00862,0,train,train
emscad_00863,0,test,test
emscad_00864,0,train,train
emscad_00865,0,test,test
emscad_00866,0,train,train
emscad_00867,0,train,train
emscad_00868,0,train,validation
emscad_00869,0,train,train
emscad_00870,0,train,train
emscad_00871,0,train,validation
emscad_00872,0,test,test
emscad_00873,0,train,train
emscad_00874,0,train,train
emscad_00875,0,train,validation
emscad_00876,0,train,validation
emscad_00877,0,train,train
emscad_00878,0,train,validation
emscad_00879,0,train,validation
emscad_00880,0,train,validation
emscad_00881,0,train,train
emscad_00882,0,train,train
emscad_00883,0,test,test
emscad_00884,0,train,train
emscad_00885,0,train,train
emscad_00886,0,train,train
emscad_00887,0,train,train
emscad_00888,0,train,train
emscad_00889,0,train,train
emscad_00890,0,train,train
emscad_00891,0,train,validation
emscad_00892,0,train,train
emscad_00893,0,test,test
emscad_00894,0,train,train
emscad_00895,0,train,train
emscad_00896,0,train,train
emscad_00897,0,train,train
emscad_00898,0,train,train
emscad_00899,0,train,train
emscad_00900,0,train,train
emscad_00901,0,train,train
emscad_00902,0,train,validation
emscad_00903,0,train,validation
emscad_00904,0,train,validation
emscad_00905,0,test,test
emscad_00906,0,train,train
emscad_00907,0,train,train
emscad_00908,0,train,train
emscad_00909,0,train,train
emscad_00910,0,train,train
emscad_00911,0,train,train
emscad_00912,0,train,train
emscad_00913,0,train,train
emscad_00914,0,train,train
emscad_00915,0,test,test
emscad_00916,0,train,train
emscad_00917,0,train,train
emscad_00918,0,train,train
emscad_00919,0,train,train
emscad_00920,0,train,train
emscad_00921,0,train,validation
emscad_00922,0,train,train
emscad_00923,0,test,test
emscad_00924,0,train,train
emscad_00925,0,train,validation
emscad_00926,0,train,train
emscad_00927,0,train,train
emscad_00928,0,train,train
emscad_00929,0,train,train
emscad_00930,0,train,train
emscad_00931,0,train,train
emscad_00932,0,train,train
emscad_00933,0,test,test
emscad_00934,0,train,train
emscad_00935,0,train,validation
emscad_00936,0,test,test
emscad_00937,0,train,validation
emscad_00938,1,train,validation
emscad_00939,0,train,train
emscad_00940,0,train,train
emscad_00941,0,train,validation
emscad_00942,0,test,test
emscad_00943,0,train,validation
emscad_00944,0,train,train
emscad_00945,0,train,train
emscad_00946,0,train,train
emscad_00947,0,train,train
emscad_00948,0,test,test
emscad_00949,0,train,train
emscad_00950,0,train,train
emscad_00951,0,train,train
emscad_00952,0,test,test
emscad_00953,0,test,test
emscad_00954,0,train,train
emscad_00955,0,train,train
emscad_00956,0,train,train
emscad_00957,0,train,train
emscad_00958,0,train,train
emscad_00959,0,train,train
emscad_00960,0,train,train
emscad_00961,0,train,validation
emscad_00962,0,train,train
emscad_00963,0,train,validation
emscad_00964,0,test,test
emscad_00965,0,train,validation
emscad_00966,0,train,train
emscad_00967,0,train,train
emscad_00968,0,train,train
emscad_00969,0,train,train
emscad_00970,0,train,train
emscad_00971,0,test,test
emscad_00972,0,test,test
emscad_00973,0,test,test
emscad_00974,0,train,train
emscad_00975,0,train,train
emscad_00976,0,train,train
emscad_00977,0,train,train
emscad_00978,0,train,validation
emscad_00979,0,train,train
emscad_00980,0,train,train
emscad_00981,0,train,train
emscad_00982,0,train,train
emscad_00983,0,train,train
emscad_00984,0,train,train
emscad_00985,0,train,train
emscad_00986,0,train,train
emscad_00987,0,test,test
emscad_00988,0,test,test
emscad_00989,0,train,train
emscad_00990,0,test,test
emscad_00991,0,train,train
emscad_00992,0,train,validation
emscad_00993,0,train,train
emscad_00994,0,test,test
emscad_00995,0,train,train
emscad_00996,0,train,train
emscad_00997,0,train,train
emscad_00998,1,train,train
emscad_00999,0,train,train
emscad_01000,0,train,train
emscad_01001,0,test,test
emscad_01002,0,train,train
emscad_01003,0,train,train
emscad_01004,0,train,train
emscad_01005,0,test,test
emscad_01006,0,test,test
emscad_01007,0,test,test
emscad_01008,0,test,test
emscad_01009,0,train,train
emscad_01010,0,train,train
emscad_01011,0,train,train
emscad_01012,0,train,train
emscad_01013,0,train,validation
emscad_01014,0,train,validation
emscad_01015,0,train,train
emscad_01016,0,train,train
emscad_01017,0,train,train
emscad_01018,0,train,train
emscad_01019,0,test,test
emscad_01020,0,train,train
emscad_01021,0,train,train
emscad_01022,0,train,validation
emscad_01023,0,train,train
emscad_01024,0,test,test
emscad_01025,0,train,validation
emscad_01026,0,test,test
emscad_01027,0,train,validation
emscad_01028,0,train,train
emscad_01029,0,train,train
emscad_01030,0,train,validation
emscad_01031,0,train,train
emscad_01032,0,train,train
emscad_01033,0,train,train
emscad_01034,0,train,validation
emscad_01035,0,train,train
emscad_01036,0,test,test
emscad_01037,0,train,train
emscad_01038,0,train,validation
emscad_01039,0,train,train
emscad_01040,0,train,validation
emscad_01041,0,train,train
emscad_01042,0,test,test
emscad_01043,0,test,test
emscad_01044,0,train,train
emscad_01045,0,test,test
emscad_01046,0,train,train
emscad_01047,0,train,train
emscad_01048,0,train,train
emscad_01049,0,train,train
emscad_01050,0,train,train
emscad_01051,0,train,train
emscad_01052,0,train,train
emscad_01053,0,test,test
emscad_01054,0,train,train
emscad_01055,0,train,validation
emscad_01056,0,test,test
emscad_01057,0,train,train
emscad_01058,0,train,train
emscad_01059,0,train,train
emscad_01060,0,train,train
